fl_date	mkt_unique_carrier	branded_code_share	mkt_carrier	mkt_carrier_fl_num	op_unique_carrier	tail_num	op_carrier_fl_num	origin_airport_id	origin	origin_city_name	dest_airport_id	dest	dest_city_name	crs_dep_time	dep_time	dep_delay	taxi_out	wheels_off	wheels_on	taxi_in	crs_arr_time	arr_time	arr_delay	cancelled	cancellation_code	diverted	dup	crs_elapsed_time	actual_elapsed_time	air_time	flights	distance	carrier_delay	weather_delay	nas_delay	security_delay	late_aircraft_delay	first_dep_time	total_add_gtime	longest_add_gtime	no_name
2018-07-29	DL	DL_CODESHARE	DL	4172	OO	N900EV	4172	10397	ATL	Atlanta, GA	10980	CHA	Chattanooga, TN	1205	1258	53	15	1313	1336	20	1255	1356	61	0		0	N	50	58	23	1	106	53	0	8	0	0				
2019-11-23	HA	HA	HA	334	HA	N487HA	334	12982	LIH	Lihue, HI	12173	HNL	Honolulu, HI	1614	1607	-7	10	1617	1640	6	1650	1646	-4	0		0	N	36	39	23	1	102									
2018-11-25	DL	DL	DL	1572	DL	N805DN	1572	15304	TPA	Tampa, FL	10397	ATL	Atlanta, GA	947	943	-4	12	955	1118	9	1120	1127	7	0		0	N	93	104	83	1	406									
2019-10-01	DL	DL	DL	2647	DL	N314DN	2647	10397	ATL	Atlanta, GA	10721	BOS	Boston, MA	730	723	-7	14	737	947	9	958	956	-2	0		0	N	148	153	130	1	946									
2019-10-08	B6	B6	B6	306	B6	N608JB	306	11697	FLL	Fort Lauderdale, FL	11618	EWR	Newark, NJ	922	922	0	39	1001	1217	8	1214	1225	11	0		0	N	172	183	136	1	1065									
2019-05-10	WN	WN	WN	2013	WN	N945WN	2013	13495	MSY	New Orleans, LA	11292	DEN	Denver, CO	920	936	16	8	944	1118	6	1115	1124	9	0		0	N	175	168	154	1	1062									
2019-12-23	WN	WN	WN	1530	WN	N8613K	1530	11259	DAL	Dallas, TX	10721	BOS	Boston, MA	815	818	3	6	824	1236	3	1240	1239	-1	0		0	N	205	201	192	1	1554									
2019-05-23	AA	AA	AA	1832	AA	N150UW	1832	13204	MCO	Orlando, FL	14100	PHL	Philadelphia, PA	650	644	-6	14	658	901	3	918	904	-14	0		0	N	148	140	123	1	861									
2019-08-26	UA	UA_CODESHARE	UA	4384	EV	N11189	4384	13930	ORD	Chicago, IL	14321	PWM	Portland, ME	1400	1537	97	118	1735	2034	3	1730	2037	187	0		0	N	150	240	119	1	900	97	0	90	0	0				
2018-01-01	AA	AA_CODESHARE	AA	4023	MQ	N508AE	4023	11298	DFW	Dallas/Fort Worth, TX	14730	SDF	Louisville, KY	2350	5	15	16	21	252	4	249	256	7	0		0	N	119	111	91	1	733									
2018-08-20	UA	UA	UA	2152	UA	N13720	2152	12266	IAH	Houston, TX	11042	CLE	Cleveland, OH	1433	1504	31	18	1522	1830	5	1811	1835	24	0		0	N	158	151	128	1	1091	24	0	0	0	0				
2018-11-30	UA	UA_CODESHARE	UA	5666	OO	N960SW	5666	11775	FSD	Sioux Falls, SD	11292	DEN	Denver, CO	935	935	0	38	1013	1053	6	1036	1059	23	0		0	N	121	144	100	1	483	0	0	23	0	0				
2019-05-02	AA	AA_CODESHARE	AA	4054	MQ	N247NN	4054	11298	DFW	Dallas/Fort Worth, TX	13256	MFE	Mission/McAllen/Edinburg, TX	1730	1747	17	16	1803	1923	4	1901	1927	26	0		0	N	91	100	80	1	469	0	14	9	0	3				
2019-01-27	HA	HA	HA	103	HA	N479HA	103	12173	HNL	Honolulu, HI	12982	LIH	Lihue, HI	513	503	-10	9	512	534	4	553	538	-15	0		0	N	40	35	22	1	102									
2019-12-10	DL	DL	DL	2884	DL	N995AT	2884	12953	LGA	New York, NY	10721	BOS	Boston, MA	1059	1209	70	37	1246	1321	6	1220	1327	67	0		0	N	81	78	35	1	184	67	0	0	0	0				
2019-04-09	DL	DL_CODESHARE	DL	5883	YX	N875RW	5883	14492	RDU	Raleigh/Durham, NC	12953	LGA	New York, NY	1200	1224	24	22	1246	1347	7	1345	1354	9	0		0	N	105	90	61	1	431									
2018-03-20	UA	UA	UA	2202	UA	N848UA	2202	12953	LGA	New York, NY	13930	ORD	Chicago, IL	1200	1152	-8	46	1238	1335	15	1340	1350	10	0		0	N	160	178	117	1	733									
2018-06-20	AA	AA	AA	260	AA	N934AA	260	13204	MCO	Orlando, FL	13303	MIA	Miami, FL	1127	1125	-2	17	1142	1219	14	1238	1233	-5	0		0	N	71	68	37	1	192									
2019-04-21	WN	WN	WN	4990	WN	N7839A	4990	13931	ORF	Norfolk, VA	10821	BWI	Baltimore, MD	2000	1952	-8	10	2002	2034	5	2105	2039	-26	0		0	N	65	47	32	1	159									
2018-09-13	WN	WN	WN	3683	WN	N8626B	3683	10693	BNA	Nashville, TN	13204	MCO	Orlando, FL	1325	1325	0	12	1337	1606	4	1620	1610	-10	0		0	N	115	105	89	1	616									
2019-03-18	DL	DL_CODESHARE	DL	5149	9E	N602LR	5149	10792	BUF	Buffalo, NY	12953	LGA	New York, NY	1814	1807	-7	22	1829	1917	7	1938	1924	-14	0		0	N	84	77	48	1	292									
2018-01-08	NK	NK	NK	817	NK	N616NK	817	11298	DFW	Dallas/Fort Worth, TX	12889	LAS	Las Vegas, NV	2245	2239	-6	17	2256	2330	28	2342	2358	16	0		0	N	177	199	154	1	1055	0	0	16	0	0				
2019-04-04	F9	F9	F9	792	F9	N714FR	792	14057	PDX	Portland, OR	11292	DEN	Denver, CO	1404	1403	-1	14	1417	1726	10	1741	1736	-5	0		0	N	157	153	129	1	991									
2018-12-22	AS	AS_CODESHARE	AS	3328	OO	N189SY	3328	14831	SJC	San Jose, CA	11259	DAL	Dallas, TX	1635	1628	-7	21	1649	2142	17	2203	2159	-4	0		0	N	208	211	173	1	1450									
2018-11-16	WN	WN	WN	2965	WN	N479WN	2965	15016	STL	St. Louis, MO	13204	MCO	Orlando, FL	500	459	-1	8	507	805	6	815	811	-4	0		0	N	135	132	118	1	882									
2019-11-21	AS	AS	AS	567	AS	N247AK	567	14679	SAN	San Diego, CA	14747	SEA	Seattle, WA	615	607	-8	25	632	913	7	925	920	-5	0		0	N	190	193	161	1	1050									
2018-11-24	WN	WN	WN	3643	WN	N7734H	3643	12191	HOU	Houston, TX	11057	CLT	Charlotte, NC	1040	1126	46	8	1134	1420	5	1400	1425	25	0		0	N	140	119	106	1	920	0	0	0	0	25				
2018-12-28	DL	DL_CODESHARE	DL	5031	9E	N349PQ	5031	15249	TLH	Tallahassee, FL	10397	ATL	Atlanta, GA	730	721	-9	16	737	818	15	845	833	-12	0		0	N	75	72	41	1	223									
2018-05-26	UA	UA	UA	1614	UA	N76265	1614	12266	IAH	Houston, TX	13303	MIA	Miami, FL	735	733	-2	16	749	1118	5	1059	1123	24	0		0	N	144	170	149	1	964	0	0	24	0	0				
2018-04-26	F9	F9	F9	580	F9	N710FR	580	14869	SLC	Salt Lake City, UT	11292	DEN	Denver, CO	1948	1944	-4	11	1955	2053	42	2117	2135	18	0		0	N	89	111	58	1	391	0	0	18	0	0				
2019-10-03	AA	AA	AA	644	AA	N118US	644	11057	CLT	Charlotte, NC	10423	AUS	Austin, TX	1300	1332	32	15	1347	1457	4	1450	1501	11	0		0	N	170	149	130	1	1032									
2018-03-07	DL	DL	DL	1799	DL	N3767	1799	12892	LAX	Los Angeles, CA	11193	CVG	Cincinnati, OH	1220	1224	4	25	1249	1914	4	1928	1918	-10	0		0	N	248	234	205	1	1900									
2019-12-27	AA	AA_CODESHARE	AA	3328	MQ	N246NN	3328	11298	DFW	Dallas/Fort Worth, TX	15370	TUL	Tulsa, OK	1032	1025	-7	14	1039	1117	4	1147	1121	-26	0		0	N	75	56	38	1	237									
2019-11-25	AA	AA_CODESHARE	AA	5315	OH	N599NN	5315	11057	CLT	Charlotte, NC	11252	DAB	Daytona Beach, FL	1750	1749	-1	13	1802	1906	5	1925	1911	-14	0		0	N	95	82	64	1	416									
2019-05-15	DL	DL	DL	2982	DL	N895AT	2982	11433	DTW	Detroit, MI	13198	MCI	Kansas City, MO	835	930	55	15	945	1017	8	937	1025	48	0		0	N	122	115	92	1	629	48	0	0	0	0				
2019-01-10	WN	WN	WN	2139	WN	N205WN	2139	11292	DEN	Denver, CO	14107	PHX	Phoenix, AZ	1850	1846	-4	19	1905	2040	4	2050	2044	-6	0		0	N	120	118	95	1	602									
2018-09-12	AA	AA_CODESHARE	AA	3684	MQ	N801AE	3684	12448	JAN	Jackson/Vicksburg, MS	11298	DFW	Dallas/Fort Worth, TX	1405	1405	0	20	1425	1535	15	1544	1550	6	0		0	N	99	105	70	1	408									
2018-09-23	AA	AA_CODESHARE	AA	5437	OH	N582NN	5437	11042	CLE	Cleveland, OH	11057	CLT	Charlotte, NC	523	518	-5	11	529	638	7	700	645	-15	0		0	N	97	87	69	1	430									
2018-07-18	AS	AS_CODESHARE	AS	2721	QX	N433QX	2721	11884	GEG	Spokane, WA	14747	SEA	Seattle, WA	1600	1556	-4	8	1604	1650	4	1708	1654	-14	0		0	N	68	58	46	1	224									
2019-07-29	AA	AA_CODESHARE	AA	3479	MQ	N229NN	3479	11298	DFW	Dallas/Fort Worth, TX	11003	CID	Cedar Rapids/Iowa City, IA	1310	1302	-8	35	1337	1535	6	1509	1541	32	0		0	N	119	159	118	1	685	0	0	32	0	0				
2018-11-03	AA	AA_CODESHARE	AA	3070	OO	N750SK	3070	11618	EWR	Newark, NJ	13930	ORD	Chicago, IL	1557	1556	-1	28	1624	1727	17	1739	1744	5	0		0	N	162	168	123	1	719									
2019-07-18	UA	UA	UA	2406	UA	N495UA	2406	14492	RDU	Raleigh/Durham, NC	13930	ORD	Chicago, IL	1030	1315	165	27	1342	1448	46	1141	1534	233	0		0	N	131	199	126	1	646	0	0	233	0	0				
2019-09-25	DL	DL_CODESHARE	DL	6048	YX	N810MD	6048	10721	BOS	Boston, MA	14122	PIT	Pittsburgh, PA	1735	1739	4	20	1759	1918	7	1940	1925	-15	0		0	N	125	106	79	1	496									
2018-03-07	WN	WN	WN	616	WN	N492WN	616	10423	AUS	Austin, TX	11259	DAL	Dallas, TX	1410	1408	-2	9	1417	1456	3	1505	1459	-6	0		0	N	55	51	39	1	189									
2019-02-21	UA	UA_CODESHARE	UA	5879	OO	N915SW	5879	14771	SFO	San Francisco, CA	14489	RDM	Bend/Redmond, OR	805	901	56	38	939	1107	5	953	1112	79	0		0	N	108	131	88	1	462	0	0	23	0	56				
2019-12-19	NK	NK	NK	1195	NK	N612NK	1195	13204	MCO	Orlando, FL	11697	FLL	Fort Lauderdale, FL	1953	2009	16	14	2023	2102	10	2101	2112	11	0		0	N	68	63	39	1	177									
2019-08-26	AS	AS	AS	628	AS	N290AK	628	14747	SEA	Seattle, WA	12478	JFK	New York, NY	705	706	1	16	722	1505	7	1545	1512	-33	0		0	N	340	306	283	1	2422									
2019-08-27	B6	B6	B6	1404	B6	N950JT	1404	14843	SJU	San Juan, PR	12478	JFK	New York, NY	951	943	-8	10	953	1315	11	1349	1326	-23	0		0	N	238	223	202	1	1598									
2018-11-22	DL	DL_CODESHARE	DL	5083	9E	N905XJ	5083	10792	BUF	Buffalo, NY	12478	JFK	New York, NY	912	915	3	11	926	1020	5	1034	1025	-9	0		0	N	82	70	54	1	301									
2019-07-27	AS	AS	AS	1157	AS	N521VA	1157	10140	ABQ	Albuquerque, NM	14747	SEA	Seattle, WA	1635	1631	-4	10	1641	1820	8	1850	1828	-22	0		0	N	195	177	159	1	1180									
2018-09-05	UA	UA	UA	1038	UA	N421UA	1038	11292	DEN	Denver, CO	13487	MSP	Minneapolis, MN	1325	1316	-9	13	1329	1558	3	1618	1601	-17	0		0	N	113	105	89	1	680									
2019-12-13	WN	WN	WN	2413	WN	N481WN	2413	10423	AUS	Austin, TX	13495	MSY	New Orleans, LA	1040	1040	0	7	1047	1144	4	1200	1148	-12	0		0	N	80	68	57	1	444									
2019-01-06	WN	WN	WN	3090	WN	N203WN	3090	14057	PDX	Portland, OR	12892	LAX	Los Angeles, CA	610	610	0	11	621	812	4	835	816	-19	0		0	N	145	126	111	1	834									
2019-08-22	AA	AA_CODESHARE	AA	3326	MQ	N253NN	3326	13930	ORD	Chicago, IL	11066	CMH	Columbus, OH	1320	1316	-4	20	1336	1525	6	1544	1531	-13	0		0	N	84	75	49	1	296									
2018-09-10	AS	AS_CODESHARE	AS	3343	OO	N188SY	3343	14893	SMF	Sacramento, CA	14679	SAN	San Diego, CA	600	550	-10	15	605	714	3	735	717	-18	0		0	N	95	87	69	1	480									
2019-11-27	UA	UA_CODESHARE	UA	4619	AX	N12142	4619	11695	FLG	Flagstaff, AZ	11292	DEN	Denver, CO	800	807	7	30	837	942	38	955	1020	25	0		0	N	115	133	65	1	503	7	0	18	0	0				
2018-01-11	UA	UA	UA	706	UA	N79541	706	13830	OGG	Kahului, HI	12892	LAX	Los Angeles, CA	1431	1447	16	9	1456	2142	30	2154	2212	18	0		0	N	323	325	286	1	2486	16	0	2	0	0				
2018-05-19	AA	AA_CODESHARE	AA	5736	YV	N931LR	5736	11298	DFW	Dallas/Fort Worth, TX	14107	PHX	Phoenix, AZ	1805	1819	14	15	1834	1840	22	1843	1902	19	0		0	N	158	163	126	1	868	14	0	5	0	0				
2019-08-31	UA	UA_CODESHARE	UA	6330	YV	N87345	6330	12266	IAH	Houston, TX	14524	RIC	Richmond, VA	1200	1411	131	25	1436	1807	9	1605	1816	131	0		0	N	185	185	151	1	1157	131	0	0	0	0				
2019-09-27	DL	DL	DL	863	DL	N37700	863	13487	MSP	Minneapolis, MN	11884	GEG	Spokane, WA	845	844	-1	9	853	941	5	950	946	-4	0		0	N	185	182	168	1	1175									
2019-04-19	UA	UA_CODESHARE	UA	5291	OO	N743SK	5291	11109	COS	Colorado Springs, CO	11292	DEN	Denver, CO	600	558	-2	19	617	639	14	655	653	-2	0		0	N	55	55	22	1	73									
2018-08-15	AS	AS	AS	32	AS	N275AK	32	14747	SEA	Seattle, WA	14100	PHL	Philadelphia, PA	730	729	-1	20	749	1535	5	1548	1540	-8	0		0	N	318	311	286	1	2378									
2019-10-12	AA	AA	AA	1606	AA	N127UW	1606	14635	RSW	Fort Myers, FL	14100	PHL	Philadelphia, PA	700	652	-8	12	704	927	4	945	931	-14	0		0	N	165	159	143	1	993									
2018-01-07	AA	AA_CODESHARE	AA	3288	MQ	N673AE	3288	13930	ORD	Chicago, IL	15370	TUL	Tulsa, OK	2029	2217	108	56	2313	41	6	2228	47	139	0		0	N	119	150	88	1	585	0	0	31	0	108				
2019-01-03	WN	WN	WN	965	WN	N218WN	965	10821	BWI	Baltimore, MD	14492	RDU	Raleigh/Durham, NC	825	834	9	14	848	934	3	940	937	-3	0		0	N	75	63	46	1	255									
2018-08-04	WN	WN	WN	5858	WN	N7742B	5858	14683	SAT	San Antonio, TX	12889	LAS	Las Vegas, NV	945	1006	21	35	1041	1106	4	1030	1110	40	0		0	N	165	184	145	1	1069	21	0	19	0	0				
2018-04-20	AA	AA_CODESHARE	AA	3898	MQ	N247NN	3898	11298	DFW	Dallas/Fort Worth, TX	12992	LIT	Little Rock, AR	1810	1806	-4	22	1828	1915	5	1923	1920	-3	0		0	N	73	74	47	1	304									
2019-07-23	AA	AA	AA	2878	AA	N818AW	2878	10693	BNA	Nashville, TN	14100	PHL	Philadelphia, PA	2033	2030	-3	13	2043	2309	7	2342	2316	-26	0		0	N	129	106	86	1	675									
2018-09-06	WN	WN	WN	5428	WN	N7711N	5428	13851	OKC	Oklahoma City, OK	11292	DEN	Denver, CO	1330	1325	-5	6	1331	1344	5	1405	1349	-16	0		0	N	95	84	73	1	495									
2019-10-12	WN	WN	WN	4684	WN	N717SA	4684	14908	SNA	Santa Ana, CA	13796	OAK	Oakland, CA	1035	1033	-2	7	1040	1140	5	1205	1145	-20	0		0	N	90	72	60	1	371									
2019-05-29	AA	AA_CODESHARE	AA	3880	MQ	N255NN	3880	13930	ORD	Chicago, IL	11540	ELP	El Paso, TX	1000	958	-2	19	1017	1230	3	1218	1233	15	0		0	N	198	215	193	1	1236	0	0	15	0	0				
2018-05-14	UA	UA	UA	1690	UA	N37252	1690	11697	FLL	Fort Lauderdale, FL	11618	EWR	Newark, NJ	1300	1257	-3	13	1310	1539	9	1600	1548	-12	0		0	N	180	171	149	1	1065									
2019-06-30	UA	UA_CODESHARE	UA	5201	OO	N466SW	5201	14771	SFO	San Francisco, CA	13476	MRY	Monterey, CA	1300	1405	65	48	1453	1516	3	1359	1519	80	0		0	N	59	74	23	1	77	0	0	15	0	65				
2019-10-15	AA	AA_CODESHARE	AA	5124	OH	N559NN	5124	14100	PHL	Philadelphia, PA	10599	BHM	Birmingham, AL	800	752	-8	17	809	910	2	917	912	-5	0		0	N	137	140	121	1	772									
2019-07-14	NK	NK	NK	863	NK	N644NK	863	12898	LBE	Latrobe, PA	13204	MCO	Orlando, FL	700	655	-5	12	707	851	8	920	859	-21	0		0	N	140	124	104	1	823									
2019-09-05	UA	UA	UA	981	UA	N37277	981	12266	IAH	Houston, TX	15304	TPA	Tampa, FL	750	741	-9	15	756	1046	7	1108	1053	-15	0		0	N	138	132	110	1	787									
2018-05-02	UA	UA	UA	763	UA	N34282	763	11042	CLE	Cleveland, OH	11292	DEN	Denver, CO	925	921	-4	10	931	1029	8	1038	1037	-1	0		0	N	193	196	178	1	1201									
2018-01-31	DL	DL	DL	2329	DL	N543US	2329	10397	ATL	Atlanta, GA	14747	SEA	Seattle, WA	1350	1350	0	13	1403	1625	6	1620	1631	11	0		0	N	330	341	322	1	2182									
2019-07-05	UA	UA_CODESHARE	UA	4437	EV	N16541	4437	12266	IAH	Houston, TX	11973	GPT	Gulfport/Biloxi, MS	1445	1436	-9	12	1448	1543	5	1604	1548	-16	0		0	N	79	72	55	1	376									
2019-04-05	WN	WN	WN	2412	WN	N241WN	2412	13204	MCO	Orlando, FL	11066	CMH	Columbus, OH	2320	2330	10	12	2342	132	5	135	137	2	0		0	N	135	127	110	1	802									
2018-10-30	AS	AS_CODESHARE	AS	2179	QX	N421QX	2179	14747	SEA	Seattle, WA	14489	RDM	Bend/Redmond, OR	1635	1632	-3	13	1645	1727	4	1740	1731	-9	0		0	N	65	59	42	1	228									
2018-09-04	UA	UA_CODESHARE	UA	6345	YV	N88301	6345	15370	TUL	Tulsa, OK	12266	IAH	Houston, TX	1159	1203	4	10	1213	1327	6	1333	1333	0	0		0	N	94	90	74	1	429									
2019-03-01	UA	UA_CODESHARE	UA	4846	ZW	N433AW	4846	11193	CVG	Cincinnati, OH	13930	ORD	Chicago, IL	1427	1418	-9	13	1431	1429	19	1453	1448	-5	0		0	N	86	90	58	1	264									
2019-12-15	AA	AA	AA	338	AA	N149AN	338	13303	MIA	Miami, FL	12892	LAX	Los Angeles, CA	1750	1800	10	31	1831	2048	10	2044	2058	14	0		0	N	354	358	317	1	2342									
2019-01-24	DL	DL	DL	829	DL	N365NB	829	11278	DCA	Washington, DC	11433	DTW	Detroit, MI	2000	2019	19	16	2035	2147	9	2142	2156	14	0		0	N	102	97	72	1	405									
2019-02-08	WN	WN	WN	1436	WN	N220WN	1436	11057	CLT	Charlotte, NC	12191	HOU	Houston, TX	1425	1425	0	14	1439	1613	4	1615	1617	2	0		0	N	170	172	154	1	920									
2019-03-29	UA	UA_CODESHARE	UA	3852	ZW	N424AW	3852	10990	CHO	Charlottesville, VA	13930	ORD	Chicago, IL	745	736	-9	18	754	850	20	853	910	17	0		0	N	128	154	116	1	566	0	0	17	0	0				
2019-04-05	WN	WN	WN	1145	WN	N467WN	1145	10423	AUS	Austin, TX	11292	DEN	Denver, CO	1340	1339	-1	11	1350	1435	7	1455	1442	-13	0		0	N	135	123	105	1	775									
2018-05-30	WN	WN	WN	458	WN	N458WN	458	10800	BUR	Burbank, CA	12889	LAS	Las Vegas, NV	825	823	-2	9	832	909	3	930	912	-18	0		0	N	65	49	37	1	223									
2018-08-24	DL	DL	DL	1420	DL	N668DN	1420	11697	FLL	Fort Lauderdale, FL	10397	ATL	Atlanta, GA	1137	1134	-3	14	1148	1313	11	1332	1324	-8	0		0	N	115	110	85	1	581									
2018-05-14	WN	WN	WN	1937	WN	N7739A	1937	12339	IND	Indianapolis, IN	14107	PHX	Phoenix, AZ	2020	2117	57	8	2125	2149	4	2110	2153	43	0		0	N	230	216	204	1	1488	12	0	0	0	31				
2019-05-19	UA	UA_CODESHARE	UA	3811	ZW	N408AW	3811	12264	IAD	Washington, DC	10257	ALB	Albany, NY	1240	1232	-8	22	1254	1348	3	1408	1351	-17	0		0	N	88	79	54	1	325									
2018-05-30	AA	AA	AA	390	AA	N342PM	390	11298	DFW	Dallas/Fort Worth, TX	14908	SNA	Santa Ana, CA	2040	2042	2	19	2101	2150	4	2157	2154	-3	0		0	N	197	192	169	1	1205									
2018-05-22	UA	UA_CODESHARE	UA	4839	ZW	N466AW	4839	10434	AVP	Scranton/Wilkes-Barre, PA	13930	ORD	Chicago, IL	540	622	42	11	633	717	12	703	729	26	0		0	N	143	127	104	1	632	26	0	0	0	0				
2019-09-19	AA	AA	AA	1655	AA	N952UW	1655	14100	PHL	Philadelphia, PA	12953	LGA	New York, NY	2100	2058	-2	35	2133	2203	8	2204	2211	7	0		0	N	64	73	30	1	96									
2018-04-28	UA	UA_CODESHARE	UA	3435	YX	N654RW	3435	12266	IAH	Houston, TX	11066	CMH	Columbus, OH	1940	1938	-2	12	1950	2258	6	2319	2304	-15	0		0	N	159	146	128	1	986									
2019-02-03	UA	UA_CODESHARE	UA	4122	EV	N18556	4122	14524	RIC	Richmond, VA	13930	ORD	Chicago, IL	1300	1251	-9	16	1307	1346	17	1420	1403	-17	0		0	N	140	132	99	1	642									
2018-10-16	DL	DL	DL	392	DL	N916DN	392	10397	ATL	Atlanta, GA	13930	ORD	Chicago, IL	1520	1520	0	21	1541	1609	5	1631	1614	-17	0		0	N	131	114	88	1	606									
2018-11-20	WN	WN	WN	4080	WN	N790SW	4080	11066	CMH	Columbus, OH	15016	STL	St. Louis, MO	900	853	-7	11	904	909	3	930	912	-18	0		0	N	90	79	65	1	409									
2018-11-08	WN	WN	WN	502	WN	N8694E	502	14107	PHX	Phoenix, AZ	14831	SJC	San Jose, CA	2135	2202	27	11	2213	2248	4	2235	2252	17	0		0	N	120	110	95	1	621	0	0	0	0	17				
2018-06-10	DL	DL_CODESHARE	DL	5138	9E	N925XJ	5138	10397	ATL	Atlanta, GA	10431	AVL	Asheville, NC	2231	2228	-3	16	2244	2319	5	2334	2324	-10	0		0	N	63	56	35	1	164									
2018-03-26	HA	HA_CODESHARE	HA	617	EM	N804HC	617	13034	LNY	Lanai, HI	12173	HNL	Honolulu, HI	1620	1738	78					1652	1815	83	0		0	N	32	37		1	72	24	0	5	0	54				
2019-01-22	AS	AS_CODESHARE	AS	2003	QX	N447QX	2003	10713	BOI	Boise, ID	14747	SEA	Seattle, WA	2145	2139	-6	18	2157	2231	6	2235	2237	2	0		0	N	110	118	94	1	399									
2019-02-16	DL	DL_CODESHARE	DL	4175	OO	N162PQ	4175	14869	SLC	Salt Lake City, UT	10849	BZN	Bozeman, MT	1100	1101	1	39	1140	1232	4	1228	1236	8	0		0	N	88	95	52	1	347									
2019-10-13	DL	DL_CODESHARE	DL	5697	CP	N613CZ	5697	14679	SAN	San Diego, CA	12889	LAS	Las Vegas, NV	1100	1048	-12	24	1112	1206	11	1225	1217	-8	0		0	N	85	89	54	1	258									
2019-12-04	AS	AS	AS	546	AS	N442AS	546	12892	LAX	Los Angeles, CA	11618	EWR	Newark, NJ	935	940	5	18	958	1728	6	1756	1734	-22	0		0	N	321	294	270	1	2454									
2018-11-23	UA	UA_CODESHARE	UA	3706	YX	N856RW	3706	11618	EWR	Newark, NJ	12339	IND	Indianapolis, IN	1830	1823	-7	15	1838	2014	9	2050	2023	-27	0		0	N	140	120	96	1	645									
2019-12-24	DL	DL_CODESHARE	DL	6126	YX	N236JQ	6126	14576	ROC	Rochester, NY	12478	JFK	New York, NY	1225	1216	-9	13	1229	1324	10	1358	1334	-24	0		0	N	93	78	55	1	264									
2018-05-15	DL	DL	DL	2502	DL	N878DN	2502	10397	ATL	Atlanta, GA	14492	RDU	Raleigh/Durham, NC	1918	1915	-3	19	1934	2037	3	2042	2040	-2	0		0	N	84	85	63	1	356									
2019-08-26	AA	AA	AA	1351	AA	N909NN	1351	11298	DFW	Dallas/Fort Worth, TX	15304	TPA	Tampa, FL	721	718	-3	25	743	1052	8	1053	1100	7	0		0	N	152	162	129	1	929									
2019-12-31	UA	UA_CODESHARE	UA	4391	EV	N611UX	4391	13495	MSY	New Orleans, LA	13930	ORD	Chicago, IL	1040	1118	38	20	1138	1340	14	1317	1354	37	0		0	N	157	156	122	1	836	0	0	0	0	37				
2018-03-24	DL	DL_CODESHARE	DL	4715	OO	N548CA	4715	13930	ORD	Chicago, IL	13487	MSP	Minneapolis, MN	1104	1105	1	12	1117	1214	4	1228	1218	-10	0		0	N	84	73	57	1	334									
2018-12-28	DL	DL_CODESHARE	DL	6074	YX	N882RW	6074	12953	LGA	New York, NY	10721	BOS	Boston, MA	2000	1957	-3	18	2015	2058	10	2118	2108	-10	0		0	N	78	71	43	1	184									
2019-05-12	UA	UA	UA	849	UA	N430UA	849	12264	IAD	Washington, DC	10529	BDL	Hartford, CT	815	819	4	25	844	934	5	934	939	5	0		0	N	79	80	50	1	326									
2018-03-19	AA	AA_CODESHARE	AA	4438	YX	N436YX	4438	11278	DCA	Washington, DC	14100	PHL	Philadelphia, PA	1550	1557	7	46	1643	1721	6	1659	1727	28	0		0	N	69	90	38	1	119	0	0	21	0	7				
2019-04-28	AA	AA_CODESHARE	AA	5435	OH	N569NN	5435	14685	SAV	Savannah, GA	11057	CLT	Charlotte, NC	1949	1943	-6	14	1957	2045	10	2113	2055	-18	0		0	N	84	72	48	1	213									
2018-04-28	AA	AA	AA	418	AA	N826AW	418	11057	CLT	Charlotte, NC	13198	MCI	Kansas City, MO	1340	1334	-6	26	1400	1504	5	1508	1509	1	0		0	N	148	155	124	1	808									
2019-11-02	UA	UA	UA	2285	UA	N876UA	2285	14262	PSP	Palm Springs, CA	14771	SFO	San Francisco, CA	1836	1852	16	10	1902	2004	3	2011	2007	-4	0		0	N	95	75	62	1	421									
2019-02-10	WN	WN	WN	4658	WN	N8661A	4658	14831	SJC	San Jose, CA	14679	SAN	San Diego, CA	1800	1841	41	11	1852	1951	4	1920	1955	35	0		0	N	80	74	59	1	417	0	0	0	0	35				
2018-10-15	DL	DL_CODESHARE	DL	3834	OO	N274SY	3834	13930	ORD	Chicago, IL	12953	LGA	New York, NY	1230	1232	2	20	1252	1528	6	1541	1534	-7	0		0	N	131	122	96	1	733									
2019-01-21	DL	DL	DL	775	DL	N818DA	775	10397	ATL	Atlanta, GA	14771	SFO	San Francisco, CA	2119	2117	-2	25	2142	2334	5	2359	2339	-20	0		0	N	340	322	292	1	2139									
2018-11-04	UA	UA_CODESHARE	UA	5280	OO	N946SW	5280	11292	DEN	Denver, CO	14689	SBA	Santa Barbara, CA	1515	1504	-11	21	1525	1641	6	1710	1647	-23	0		0	N	175	163	136	1	916									
2018-02-02	AA	AA_CODESHARE	AA	4375	AX	N605KS	4375	14122	PIT	Pittsburgh, PA	11278	DCA	Washington, DC	1505	1539	34	14	1553	1652	5	1620	1657	37	0		0	N	75	78	59	1	204	0	0	3	0	34				
2018-08-22	DL	DL_CODESHARE	DL	3463	9E	N398CA	3463	11042	CLE	Cleveland, OH	12953	LGA	New York, NY	645	640	-5	20	700	755	26	829	821	-8	0		0	N	104	101	55	1	419									
